"DATA_OBITO";"NRS";"obitos";"mm_7d"
2020-07-31;"Extremo sul";4;2
2020-07-31;"Leste";2;5,57142857142857
2020-07-31;"Nordeste";0;0,142857142857143
2020-07-31;"Norte";3;1,28571428571429
2020-07-31;"Oeste";1;2
2020-07-31;"Sudoeste";1;3,28571428571429
2020-07-31;"Sul";2;6,85714285714286
2020-08-01;"";0;0,428571428571429
2020-08-01;"Centro-leste";1;1,57142857142857
2020-08-01;"Centro-norte";0;0,857142857142857
2020-08-01;"Extremo sul";1;2
2020-08-01;"Leste";0;4,28571428571429
2020-08-01;"Nordeste";0;0,142857142857143
2020-08-01;"Norte";1;1,28571428571429
2020-08-01;"Oeste";3;2,28571428571429
2020-08-01;"Sudoeste";3;3,42857142857143
2020-08-01;"Sul";0;6,42857142857143
2020-08-02;"";0;0,285714285714286
2020-08-02;"Centro-leste";0;1,28571428571429
2020-08-02;"Centro-norte";0;0,571428571428571
2020-08-02;"Extremo sul";0;2
2020-08-02;"Leste";0;3
2020-08-02;"Nordeste";0;0,142857142857143
2020-08-02;"Norte";0;1,14285714285714
2020-08-02;"Oeste";3;2,57142857142857
2020-08-02;"Sudoeste";3;3,28571428571429
2020-08-02;"Sul";3;5,71428571428571
2020-08-03;"";0;0,142857142857143
2020-08-03;"Centro-leste";0;1
2020-08-03;"Centro-norte";0;0,428571428571429
2020-08-03;"Extremo sul";0;1,57142857142857
2020-08-03;"Leste";0;2,14285714285714
2020-08-03;"Nordeste";0;0,142857142857143
2020-08-03;"Norte";1;1,28571428571429
2020-08-03;"Oeste";1;2,42857142857143
2020-08-03;"Sudoeste";0;3
2020-08-03;"Sul";0;4,71428571428571
